County,Latitude,Longitude,Score,Zipcode
Canadian County,35.1773201,-95.6552659,1,74425
Mesa County,39.1662458,-108.1388881,1,81643
Franklin County,41.3978358,-79.8314437,15,16323
Citrus County,28.8848842,-82.5185837,2,34461
Monroe County,41.9164343,-83.3977101,13,48161
Washington County,39.6130477,-77.69941969999999,5,21740
Santa Fe County Split,35.693338206363,-105.92996487076444,31,87501
Santa Fe County Split,35.693338206363,-105.94563312923556,36,87501
Santa Fe County Split,35.680612193637,-105.92996487076444,27,87505
Santa Fe County Split,35.680612193637,-105.94563312923556,40,87505
Merrimack County,42.8678693,-71.49483219999999,12,03054
Johnson County,41.6698982,-91.5983959,1,52246
Kaufman County,32.5890238,-96.3088693,6,75142
Coweta County,33.3716708,-84.7315563,3,30265
Sussex County,41.20981769999999,-74.6076614,3,07461
Douglas County,31.5088073,-82.8498654,15,31533
Rock Island County,41.5094771,-90.5787476,3,61201
Jackson County,32.2987573,-90.1848103,19,39201
Livingston Parish,30.5021345,-90.7478737,2,70754
Lebanon County,40.3409251,-76.4113497,19,17046
Schuylkill County,40.6873058,-76.17837390000001,3,17965
Taylor County,30.5701906,-97.4097331,9,76574
Spotsylvania County,38.1979096,-77.58776519999999,3,22553
Napa County Split,38.303901106363,-122.27875722472666,38,94559
Napa County Split,38.303901106363,-122.29497277527337,38,94559
Napa County Split,38.291175093636994,-122.27875722472666,12,94559
Napa County Split,38.291175093636994,-122.29497277527337,20,94559
Hampton City,37.0298687,-76.34522179999999,15,23669
Florence County Split,34.201796106363005,-79.77025541641144,22,29501
Florence County Split,34.189070093637,-79.77025541641144,22,29501
Washington County,45.3948295,-86.9313007,1,54246
Warren County,36.9886043,-86.49965460000001,1,42101
Cambria County,40.4894231,-78.74762079999999,1,15931
Pickens County,34.8834489,-82.7073573,12,29671
Madison County Split,38.74225630636301,-85.37180040287159,22,47250
Madison County Split,38.74225630636301,-85.3881149971284,20,47250
Madison County Split,38.729530293637,-85.37180040287159,21,47052
Madison County Split,38.729530293637,-85.3881149971284,10,47052
Washington County,41.6884336,-71.5667291,7,02816
Wichita County Split,33.920071506363,-98.48571990779824,4,76301
Wichita County Split,33.920071506363,-98.50105469220176,10,76306
Wichita County Split,33.907345493637,-98.48571990779824,18,76301
Wichita County Split,33.907345493637,-98.50105469220176,7,76307
Clarke County,33.9519347,-83.357567,4,30601
Chautauqua County,42.209774,-79.4668445,9,14722
Ascension Parish,30.2017295,-90.9438468,15,70737
Richland County Split,40.763035306363,-82.51018356920783,27,44902
Richland County Split,40.750309293637,-82.51018356920783,3,44902
Richland County Split,40.750309293637,-82.52698383079216,5,44903
Jasper County,37.3361642,-94.301336,2,64755
Comanche County,34.3689747,-97.963924,1,73529
La Crosse County Split,43.82013810636301,-91.24308371078088,13,54601
La Crosse County Split,43.82013810636301,-91.26071968921912,9,54602
La Crosse County Split,43.807412093637,-91.24308371078088,12,54601
La Crosse County Split,43.807412093637,-91.26071968921912,26,54602
Allegan County,42.5291989,-85.8553031,13,49010
Carroll County,33.5642239,-85.0649071,16,30119
Fayette County,33.4502206,-84.4802606,8,30214
Missoula County Split,46.87849140636301,-113.98472370903106,20,59802
Missoula County Split,46.87849140636301,-114.00333909096894,19,59802
Missoula County Split,46.865765393637,-113.98472370903106,14,59812
Missoula County Split,46.865765393637,-114.00333909096894,34,59801
Lowndes County,30.8600022,-83.2934086,12,31602
Oswego County Split,43.461709106363,-76.50173174933342,21,13126
Oswego County Split,43.461709106363,-76.51926285066658,19,13126
Oswego County Split,43.448983093637,-76.50173174933342,2,13126
Oswego County Split,43.448983093637,-76.51926285066658,12,13126
Sheboygan County Split,43.757191406363006,-87.7057212903075,9,53081
Sheboygan County Split,43.757191406363006,-87.7233387096925,7,53081
Sheboygan County Split,43.744465393637,-87.7057212903075,21,53081
Sheboygan County Split,43.744465393637,-87.7233387096925,6,53081
Jefferson County,42.4813303,-74.6102591,4,12093
Henderson County,36.3272658,-78.40269099999999,6,27536
Albemarle County,38.0567092,-78.6114999,2,22903
Ontario County,43.2209426,-77.2833793,1,14519
LaPorte County Split,41.617506006363,-86.71420904049306,14,46350
LaPorte County Split,41.617506006363,-86.73122995950693,11,46350
LaPorte County Split,41.604779993637,-86.71420904049306,2,46350
LaPorte County Split,41.604779993637,-86.73122995950693,8,46350
Androscoggin County,44.19124160000001,-70.17070369999999,2,
Craighead County Split,35.832458906363,-90.66945676148195,15,72401
Craighead County Split,35.832458906363,-90.68515243851805,5,72401
Craighead County Split,35.819732893637,-90.66945676148195,31,72401
Craighead County Split,35.819732893637,-90.68515243851805,23,72401
Hardin County,36.7647773,-88.2953134,2,42048
Rockwall County,32.9090739,-96.4500618,12,75032
Mercer County,41.2270025,-80.2397852,7,16137
Hanover County,37.7665686,-77.37024439999999,3,23069
Madison County,32.4618086,-90.1153638,18,39130
Eaton County,42.5886496,-84.7733325,1,
Bradley County Split,35.200140806363,-84.8490069199931,25,37312
Bradley County Split,35.200140806363,-84.8645794800069,2,37312
Bradley County Split,35.187414793637,-84.8490069199931,2,37312
Bradley County Split,35.187414793637,-84.8645794800069,13,37312
Miami County Split,39.515111506363006,-84.74273878446202,28,45056
Miami County Split,39.502385493637,-84.74273878446202,13,45056
Yamhill County,45.3415301,-123.1878221,1,97148
Kankakee County,41.1200325,-87.8611531,9,60901
Houston County,34.1414925,-87.2580686,1,35572
Platte County,39.34756489999999,-94.7691586,6,64079
Vigo County Split,39.422901206363,-87.41251543516353,19,47802
Vigo County Split,39.422901206363,-87.42898816483645,1,47802
Vigo County Split,39.410175193637,-87.41251543516353,5,47802
Monongalia County,39.6695849,-79.96403389999999,6,26506
Eau Claire County Split,44.817712006363,-91.48952493314204,2,54703
Eau Claire County Split,44.817712006363,-91.50746326685795,15,54703
Eau Claire County Split,44.804985993637,-91.48952493314204,8,54701
Eau Claire County Split,44.804985993637,-91.50746326685795,21,54703
Sumter County Split,33.926798406363005,-80.33380130247421,14,29150
Sumter County Split,33.926798406363005,-80.34913729752579,17,29150
Sumter County Split,33.914072393637,-80.33380130247421,5,29150
Sumter County Split,33.914072393637,-80.34913729752579,8,29150
Walworth County,42.5311279,-88.5995456,7,53184
Limestone County,34.78000720000001,-86.9423801,12,35611
Fond du Lac County Split,43.77940780636301,-88.4382388186379,20,54935
Fond du Lac County Split,43.77940780636301,-88.4558627813621,18,54935
Fond du Lac County Split,43.766681793637,-88.4382388186379,2,54935
Fond du Lac County Split,43.766681793637,-88.4558627813621,2,54935
Macon County,39.7128155,-88.9970218,2,62513
Whitfield County,34.8033566,-84.981754,1,30722
Daviess County,37.7307984,-87.10237459999999,1,42303
Allen County,40.769946,-84.14351359999999,15,45805
Columbiana County,40.88839309999999,-80.69396429999999,1,44408
Hunt County,30.0710434,-99.3379764,2,78024
DeKalb County Split,41.935898506363,-88.74135999486343,4,60115
DeKalb County Split,41.935898506363,-88.75846560513655,9,60115
DeKalb County Split,41.923172493637,-88.74135999486343,6,60115
DeKalb County Split,41.923172493637,-88.75846560513655,6,60115
Laramie County Split,41.317729906363006,-105.58262949073496,1,82072
Laramie County Split,41.317729906363006,-105.59957190926502,15,82072
Laramie County Split,41.305003893637,-105.58262949073496,6,82070
Laramie County Split,41.305003893637,-105.59957190926502,15,82071
Garland County,33.3579649,-93.7108995,3,71839
Montgomery County,37.2070304,-80.4103957,19,24063
Roanoke City Split,37.277333406363006,-79.93343066760171,37,24042
Roanoke City Split,37.277333406363006,-79.94942253239829,11,24016
Roanoke City Split,37.264607393637,-79.93343066760171,12,24013
Roanoke City Split,37.264607393637,-79.94942253239829,17,24016
Sutter County,39.1598915,-121.7527482,1,95982
Dubuque County Split,42.512711006363006,-90.65910341276944,5,52001
Dubuque County Split,42.512711006363006,-90.67636598723054,1,52001
Dubuque County Split,42.499984993637,-90.65910341276944,37,52001
Dubuque County Split,42.499984993637,-90.67636598723054,11,52001
Madison County,36.25620019999999,-86.7143516,3,37115
Floyd County,34.2828967,-85.2308414,2,30165
Bastrop County Split,30.116857706363007,-97.30791452963048,2,78602
Bastrop County Split,30.116857706363007,-97.32262567036952,8,78602
Bastrop County Split,30.104131693637,-97.30791452963048,5,78602
Bastrop County Split,30.104131693637,-97.32262567036952,30,78602
Marshall County,34.3652297,-86.3376761,2,35976
Ashtabula County,41.8650534,-80.7898089,3,44004
Lancaster County,34.7204257,-80.7709014,4,29720
Portsmouth City,36.8354258,-76.2982742,20,23704
Roanoke County Split,37.277333406363006,-79.93343066760171,34,24042
Roanoke County Split,37.277333406363006,-79.94942253239829,11,24016
Roanoke County Split,37.264607393637,-79.93343066760171,12,24013
Roanoke County Split,37.264607393637,-79.94942253239829,17,24016
Northeastern Connecticut Planning Region,41.6032207,-73.087749,2,06779
Cape May County Split,38.941475506363005,-74.91418546268235,10,18204
Cape May County Split,38.928749493637,-74.89782513731762,2,
Cape May County Split,38.928749493637,-74.91418546268235,40,18204
Nash County,35.9597948,-77.973865,1,27856
Suffolk City,36.7282054,-76.5835621,18,23434
St. Croix County,45.4574763,-92.6554094,1,54024
Rockdale County,33.6752492,-84.0378894,7,30012
Liberty County,30.057993,-94.7954783,6,77575
Campbell County,38.8951891,-84.3962535,1,41001
Tuscarawas County,40.3947887,-81.4070577,1,44629
Bowie County,33.5589953,-97.8486457,10,76230
Northumberland County,40.8917519,-76.7974653,6,17857
Victoria County Split,28.811630406363008,-96.99633666914232,9,77901
Victoria County Split,28.811630406363008,-97.01085973085767,3,77901
Victoria County Split,28.798904393636995,-96.99633666914232,2,77901
Victoria County Split,28.798904393636995,-97.01085973085767,15,77901
Rockingham County,34.9393201,-79.7739457,7,28379
Mendocino County Split,39.301311393637,-123.79123556237212,30,95460
Mendocino County Split,39.301311393637,-123.8076826376279,9,95460
Twin Falls County Split,42.562201106363005,-114.46141367099126,18,83301
Twin Falls County Split,42.562201106363005,-114.47868992900872,14,83301
Twin Falls County Split,42.549475093637,-114.46141367099126,17,83301
Twin Falls County Split,42.549475093637,-114.47868992900872,17,83301
Christian County,36.99764400000001,-93.1779659,2,65721
Lapeer County,43.0514161,-83.31883409999999,20,48446
Cullman County Split,34.181183806363,-86.83592136313118,15,35055
Cullman County Split,34.181183806363,-86.85130343686882,10,35055
Cullman County Split,34.168457793637,-86.83592136313118,5,35055
Cullman County Split,34.168457793637,-86.85130343686882,18,35055
Jefferson County,43.0055594,-88.8073273,8,53549
Newport County Split,41.496465406363,-71.30433396026179,9,02840
Newport County Split,41.496465406363,-71.3213230397382,10,02840
Newport County Split,41.483739393637,-71.30433396026179,31,02840
Newport County Split,41.483739393637,-71.3213230397382,48,02840
Orange County,30.0929879,-93.7365549,5,77630
Cascade County,47.2709011,-111.7008948,1,59421
Barrow County,34.0142667,-83.6986568,1,30680
Orangeburg County,33.4918203,-80.8556476,6,29115
Midland County Split,43.621945506363005,-84.2384227263678,3,48640
Midland County Split,43.609219493637,-84.2384227263678,25,48667
Indiana County Split,40.627818106363,-79.14415179684742,13,15701
Indiana County Split,40.627818106363,-79.16091800315256,19,15701
Indiana County Split,40.615092093637,-79.14415179684742,1,15701
Indiana County Split,40.615092093637,-79.16091800315256,9,15705
Lee County,34.2354138,-88.7108964,4,38804
Henderson County,32.1532156,-94.7993802,6,75652
Bullitt County,37.9842107,-85.684578,1,40165
Bartholomew County,39.206801,-85.8895551,10,47203
Wagoner County,35.9595442,-95.3694116,5,74467
Leavenworth County,39.3103522,-94.9279371,7,66048
Cape Girardeau County Split,37.312246906363,-89.51014795654771,5,63701
Cape Girardeau County Split,37.312246906363,-89.52614724345227,24,63701
Cape Girardeau County Split,37.299520893637,-89.51014795654771,9,63703
Cape Girardeau County Split,37.299520893637,-89.52614724345227,14,63703
Manitowoc County Split,44.094968906363,-87.64872513978312,20,54220
Manitowoc County Split,44.094968906363,-87.66644286021688,37,54220
Manitowoc County Split,44.082242893637,-87.64872513978312,2,54220
Manitowoc County Split,44.082242893637,-87.66644286021688,11,54220
Talladega County,33.4359416,-86.1058048,4,35160
Kosciusko County,41.2864679,-85.84862360000001,3,46582
Putnam County,36.134602,-85.47880649999999,1,38503
Umatilla County,45.9173549,-119.3425179,4,97882
Clinton County,43.0484029,-75.3785034,5,13323
Bedford County,37.3343079,-79.52308769999999,9,24523
Clearfield County,41.0272796,-78.4391876,6,16830
Clinton County,42.0719866,-83.9716095,1,49236
Lynchburg City Split,37.420116606363,-79.13423525016631,18,24572
Lynchburg City Split,37.420116606363,-79.15025754983367,17,24504
Lynchburg City Split,37.407390593637,-79.13423525016631,22,24504
Chelan County Split,47.847195306363005,-120.0262880514732,14,98816
Chelan County Split,47.834469293637,-120.00732774852682,22,98817
Chelan County Split,47.834469293637,-120.0262880514732,30,98816
James City County,37.3002132,-76.8028933,1,23188
Wilson County,35.7258286,-77.91112369999999,13,27893
Forrest County,32.3645888,-89.47423479999999,6,39074
Jackson County,33.2945651,-83.96602089999999,18,30233
Valencia County,34.7994996,-106.7003035,10,87031
Van Buren County,42.2203171,-83.4838244,6,48111
Hancock County,41.0273131,-83.67739279999999,2,45840
Lonoke County,34.7843212,-91.9000647,2,72086
Vermilion County,40.122469,-87.697554,2,61832
Tooele County,40.53077760000001,-112.29828,9,
Broomfield County,39.9205411,-105.0866504,11,80020
Somerset County,40.008411,-79.0780831,15,15501
Fauquier County Split,38.727241706363,-77.78282201701478,1,20186
Fauquier County Split,38.727241706363,-77.7991331829852,21,20186
Fauquier County Split,38.714515693637,-77.7991331829852,31,20186
Grand Forks County Split,47.931619806363,-97.02335908546742,14,56721
Grand Forks County Split,47.931619806363,-97.04235031453258,6,58203
Grand Forks County Split,47.918893793637,-97.02335908546742,14,58201
Grand Forks County Split,47.918893793637,-97.04235031453258,14,58203
Franklin County,42.0834313,-71.396725,13,02038
Portage County,43.5391486,-89.46262019999999,3,53901
Columbia County,30.1812696,-82.605118,2,32025
Franklin County Split,35.188680106363,-83.37375771810044,26,28734
Franklin County Split,35.188680106363,-83.38932808189956,4,28734
Franklin County Split,35.175954093637,-83.37375771810044,11,28734
Franklin County Split,35.175954093637,-83.38932808189956,11,28734
Troup County,33.0698575,-85.02334599999999,2,30241
Greenwood County Split,34.201763106363,-82.15409538659921,2,29649
Greenwood County Split,34.201763106363,-82.16948121340079,10,29649
Greenwood County Split,34.189037093637,-82.15409538659921,15,29647
Greenwood County Split,34.189037093637,-82.16948121340079,15,29648
Blue Earth County,43.6375818,-94.1023906,1,56013
Laurens County,34.4990116,-82.0142597,5,29360
Rice County,45.7529003,-94.2223283,1,56367
Montcalm County,43.3057341,-85.1894045,1,48888
Ionia County,42.9872547,-85.07111739999999,7,48846
Muskogee County,35.7478769,-95.3696909,3,74401
Wayne County,41.039115,-85.1686743,2,46809
Marquette County Split,46.549982906363006,-87.38612008372,28,49855
Marquette County Split,46.549982906363006,-87.40462251627999,17,49855
Marquette County Split,46.537256893637,-87.38612008372,21,49855
Marquette County Split,46.537256893637,-87.40462251627999,7,49855
Mason County,47.4251146,-123.1951376,1,
Kershaw County,34.5518201,-80.5836836,2,29067
Marion County,40.5886699,-83.1285242,6,43302
Jefferson County,41.7386662,-80.7698066,3,44047
Carbon County,40.901975,-75.667356,1,18229
Walker County,33.8563605,-87.30161319999999,2,35503
Columbia County,40.0337085,-76.50440979999999,3,17512
Salem County,39.5717796,-75.46714229999999,2,08079
Nacogdoches County Split,31.610308506363005,-94.64853297178912,17,75961
Nacogdoches County Split,31.610308506363005,-94.6634750282109,5,75964
Nacogdoches County Split,31.597582493636992,-94.64853297178912,16,75961
Nacogdoches County Split,31.597582493636992,-94.6634750282109,5,75965
Hamblen County,36.2054334,-83.2934086,5,37813
Georgetown County Split,33.383197006363005,-79.28687667522681,6,29440
Georgetown County Split,33.383197006363005,-79.30211612477319,3,29440
Georgetown County Split,33.370470993637,-79.28687667522681,38,29440
Georgetown County Split,33.370470993637,-79.30211612477319,4,29440
Lee County,35.4693744,-79.1548533,4,27330
Union County,39.8978327,-84.3063343,2,45322
Darlington County,34.3003526,-79.8757116,5,29532
Walla Walla County Split,46.070943906363006,-118.33385018283558,53,99362
Walla Walla County Split,46.070943906363006,-118.35219141716443,11,99362
Walla Walla County Split,46.058217893637,-118.33385018283558,3,99362
Walla Walla County Split,46.058217893637,-118.35219141716443,7,99324
Columbia County Split,40.813898506363,-73.95416613405344,8,10027
Columbia County Split,40.813898506363,-73.97097926594655,4,10205
Columbia County Split,40.801172493637,-73.95416613405344,21,10026
Columbia County Split,40.801172493637,-73.97097926594655,5,10205
Athens County Split,39.33560260636301,-82.09302932691914,17,45701
Athens County Split,39.33560260636301,-82.10948147308086,23,45701
Athens County Split,39.322876593637,-82.09302932691914,8,45701
Athens County Split,39.322876593637,-82.10948147308086,22,45701
Granville County,36.2799451,-78.6114999,1,27565
St. Joseph County,42.0938577,-86.4895463,11,49085
Rutland County Split,43.616986706363,-72.96381835103077,9,05701
Rutland County Split,43.616986706363,-72.98139464896923,2,05701
Rutland County Split,43.604260693637,-72.96381835103077,3,05701
Rutland County Split,43.604260693637,-72.98139464896923,32,05702
Herkimer County,43.0256259,-74.9859889,8,13350
Lincoln County,38.3908555,-93.3346497,1,65338
Bradford County,41.9564953,-78.649163,6,16701
Sandusky County Split,41.462538406363,-82.70319200501031,8,44870
Sandusky County Split,41.462538406363,-82.72017219498967,14,44870
Sandusky County Split,41.449812393637,-82.70319200501031,10,44870
Sandusky County Split,41.449812393637,-82.72017219498967,18,44870
Huron County,41.3950489,-82.55517329999999,7,44839
Oxford County,44.1317459,-70.4931557,1,04270
Carson City Split,39.170161406363,-119.7591967084644,16,89706
Carson City Split,39.170161406363,-119.7756100915356,17,89703
Carson City Split,39.157435393637,-119.7591967084644,11,89701
Carson City Split,39.157435393637,-119.7756100915356,12,89703
Coffee County,35.4576849,-86.05296039999999,9,37335
Anderson County,30.4876971,-95.9924515,1,77830
Windsor County,43.4799996,-72.3865679,4,05089
Gordon County,32.8820866,-83.3323848,1,31031
Acadia Parish,30.2297347,-92.3813621,12,70526
Waller County,30.0566085,-95.9268986,3,77874
Eagle County,39.6542086,-106.8265908,12,81631
Loudon County,35.7328541,-84.3338112,3,37774
Lenoir County,35.9140196,-81.5389849,11,28645
Tuolumne County,37.9627027,-120.2412999,2,95379
Franklin County,36.6776507,-76.9224608,5,23851
Dickson County,36.0770048,-87.3877899,19,37055
Washington County,38.7134301,-78.1590813,5,22747
Elko County Split,40.838784106363,-115.75471347954635,14,89801
Elko County Split,40.838784106363,-115.77153292045364,5,89801
Elko County Split,40.826058093637,-115.75471347954635,13,89801
Elko County Split,40.826058093637,-115.77153292045364,12,89801
Jessamine County,37.895573,-84.56414699999999,5,40356
Fulton County,43.3228462,-76.4171585,12,13069
Culpeper County Split,38.479709506363,-77.98799019281302,13,22701
Culpeper County Split,38.479709506363,-78.00424520718698,14,22701
Culpeper County Split,38.466983493637,-77.98799019281302,23,22701
Culpeper County Split,38.466983493637,-78.00424520718698,30,22701
Rusk County,31.7960064,-95.1502214,7,75785
Jackson County,31.5090521,-87.8944435,3,36545
Ashland County,40.8686675,-82.3182178,17,44805
Waupaca County,44.3580348,-89.0859464,7,54981
Harrisonburg City Split,38.455931806363004,-78.86079067160163,4,22802
Harrisonburg City Split,38.455931806363004,-78.87704032839837,4,22802
Harrisonburg City Split,38.443205793637,-78.86079067160163,15,22801
Harrisonburg City Split,38.443205793637,-78.87704032839837,23,22081
Ogle County,41.9969811,-89.3226954,3,61061
Franklin County,36.7187855,-86.5785573,7,42134
Wayne County,40.0415996,-75.3698895,10,19010
Columbus County,35.25316979999999,-82.1970584,2,28722
Carroll County,44.297676,-71.5427968,1,03595
Bristol County,41.6771101,-71.26620249999999,13,02809
Venango County,41.3896611,-79.8296743,9,16323
Lamar County,28.1394565,-97.0055455,2,78382
Winona County,44.0553908,-91.6663523,14,55987
Burnet County,30.75823759999999,-98.2283585,8,78611
Montgomery County,41.5275938,-74.23681599999999,13,12549
Halifax County,36.328486,-77.5894199,2,27839
Shelby County,40.88144519999999,-82.6618424,4,44875
Greene County,42.3292408,-75.7699147,2,13778
Jackson County Split,30.33854680636301,-81.64827883247624,2,32206
Jackson County Split,30.325820793637,-81.64827883247624,11,32202
Jackson County Split,30.325820793637,-81.66302316752375,26,32202
Bedford County,40.0186921,-78.50390689999999,20,15522
Franklin County,42.3406373,-75.1651689,2,13775
Allegany County,42.0900647,-78.4941887,1,14706
Cortland County Split,42.607544306363,-76.17183988730886,14,13045
Cortland County Split,42.607544306363,-76.18912871269114,5,13045
Cortland County Split,42.594818293637,-76.17183988730886,16,13045
Cortland County Split,42.594818293637,-76.18912871269114,18,13045
Clinton County,41.8444735,-90.1887379,4,52732
Charlottesville City Split,38.035668906363,-78.46860009987259,9,22902
Charlottesville City Split,38.035668906363,-78.48475610012744,49,22903
Charlottesville City Split,38.022942893636994,-78.46860009987259,8,22902
Charlottesville City Split,38.022942893636994,-78.48475610012744,7,22902
Monroe County,42.60111939999999,-89.6384532,9,53566
Caldwell County,30.5313152,-96.6930303,1,77836
Logan County Split,39.546430206363006,-82.39884759529417,8,43138
Logan County Split,39.546430206363006,-82.41534960470582,7,43138
Logan County Split,39.533704193637,-82.39884759529417,3,43138
Logan County Split,39.533704193637,-82.41534960470582,10,43138
Hillsdale County,41.9200472,-84.6305101,3,49242
Washington Parish,30.6163073,-92.057063,2,70589
Henderson County,37.8361538,-87.59001339999999,7,42420
Beaufort County Split,34.724580406363,-76.67155983215004,4,
Beaufort County Split,34.711854393637,-76.65607736784996,10,28516
Beaufort County Split,34.711854393637,-76.67155983215004,21,
Shenandoah County,38.4851245,-78.625016,4,22849
Holmes County,40.5540928,-81.909826,2,44654
Huntingdon County,40.48479589999999,-78.0102813,6,16652
Madison County,41.7711633,-81.049819,4,44057
Baldwin County,34.4917665,-83.5373946,3,30511
Chesterfield County,34.7359889,-80.0881194,2,29709
Davie County,35.9367033,-80.5882803,1,27028
Franklin County Split,35.931426706363006,-86.86103225147774,10,37064
Franklin County Split,35.931426706363006,-86.87674754852226,7,37069
Franklin County Split,35.918700693637,-86.86103225147774,3,37064
Franklin County Split,35.918700693637,-86.87674754852226,16,37064
Muscatine County,41.424473,-91.0432051,8,52761
Montrose County Split,38.48468280636301,-107.86804573212208,18,81401
Montrose County Split,38.48468280636301,-107.88430186787792,12,81401
Montrose County Split,38.471956793637,-107.86804573212208,9,81401
Montrose County Split,38.471956793637,-107.88430186787792,4,81401
Prince George County,37.2220383,-77.2856305,2,23875
Manassas City Split,38.757311806363006,-77.46710768277268,18,20110
Manassas City Split,38.757311806363006,-77.4834257172273,2,20110
Manassas City Split,38.744585793637,-77.46710768277268,17,20110
Manassas City Split,38.744585793637,-77.4834257172273,1,20110
Danville City Split,36.592334806363006,-79.38709839631376,13,24540
Danville City Split,36.592334806363006,-79.40294720368622,6,24541
Danville City Split,36.579608793637,-79.38709839631376,2,24541
Danville City Split,36.579608793637,-79.40294720368622,3,24541
Vance County,36.3479057,-78.4297187,2,27537
Jackson County,36.3895976,-77.4213614,2,27845
Okanogan County,48.361262,-119.5833869,3,98840
Butler County,38.2586347,-94.3305059,5,64730
Marinette County,45.0999849,-87.6306623,7,54143
Baxter County,36.3261815,-92.3813621,17,72653
Wharton County,29.3116366,-96.1027371,5,77488
Isanti County,45.4894008,-93.2476091,5,55040
Shawano County,44.7822064,-88.60899169999999,9,54166
Amador County,38.4092417,-120.6660044,8,95665
Tazewell County,37.11483740000001,-81.5195548,5,24651
LaGrange County,41.641717,-85.4166467,5,46761
Okeechobee County,27.2439349,-80.82978279999999,19,34972
Oconto County,44.8872124,-87.8645473,3,54153
Gloucester County,37.4098631,-76.52661739999999,9,23061
Des Moines County Split,41.59320470636301,-93.61644494453512,26,50319
Des Moines County Split,41.59320470636301,-93.63345945546486,11,50314
Des Moines County Split,41.580478693637,-93.61644494453512,20,50309
Des Moines County Split,41.580478693637,-93.63345945546486,23,50309
Susquehanna County,41.9436071,-75.5991789,2,18827
Warren County,41.8439486,-79.1450445,11,
Defiance County,41.2844933,-84.3557802,7,43512
Pontotoc County,34.7685043,-96.663812,6,74820
Louisa County,38.0251394,-78.00416489999999,4,23093
Montgomery County,38.66254929999999,-87.0461181,2,47558
Newberry County,34.2745833,-81.6187178,11,29108
Clinton County,40.4913949,-80.2973027,2,15026
Marion County,37.7306054,-88.9331256,15,62959
Covington County,31.3066438,-86.49965460000001,7,36420
Clarion County,41.2147851,-79.3853218,7,16214
Natchitoches Parish,31.7607195,-93.0862749,16,71457
Houghton County Split,47.12749610636299,-88.56006703463547,11,49931
Houghton County Split,47.12749610636299,-88.57876936536454,14,49930
Houghton County Split,47.11477009363698,-88.56006703463547,4,49931
Houghton County Split,47.11477009363698,-88.57876936536454,2,49931
Bennington County Split,42.884497506363005,-73.18809098923943,22,05201
Bennington County Split,42.884497506363005,-73.20545721076057,13,05257
Bennington County Split,42.871771493637,-73.18809098923943,8,05201
Bennington County Split,42.871771493637,-73.20545721076057,7,05201
Clinton County,40.1536479,-88.9645253,7,61727
Okmulgee County,35.6266957,-95.9515399,7,74447
Dyer County,36.0667348,-88.99395489999999,2,38330
Graves County,36.6887728,-88.7108964,3,42066
Huntington County,40.8831011,-85.49747599999999,13,46750
Coshocton County,40.2720151,-81.8595756,17,43812
Orange County,38.2454106,-78.1108342,11,22960
Carlton County,46.6640011,-92.4248827,1,55718
Matagorda County,28.691133,-95.9682714,5,77457
Knox County,41.2958751,-86.6250139,7,46534
Wise County,36.9759345,-82.5757108,2,24293
Fannin County,28.6968366,-97.2366932,1,77960
Uintah County,41.1441104,-111.9232738,5,84405
Greenup County,38.5731349,-82.83016769999999,2,41144
Sioux County Split,42.50270460636301,-96.39631089400888,3,51105
Sioux County Split,42.50270460636301,-96.41357070599108,11,51103
Sioux County Split,42.489978593637,-96.39631089400888,30,51101
Sioux County Split,42.489978593637,-96.41357070599108,13,51101
Livingston County,38.9675463,-89.76398270000001,1,62058
Madison County,41.8279842,-97.4549636,1,68748
Lincoln County,45.3622301,-68.5050006,5,04457
Wapello County,41.18141929999999,-91.1854273,1,52653
Becker County,45.3936601,-93.8703184,3,55308
Morrow County,39.3545046,-84.1271568,2,45152
Brookings County,44.3113573,-96.7983877,9,57006
Effingham County,39.1200418,-88.5433829,13,62401
Lincoln County Split,40.820026406363006,-96.69416905764558,6,68588
Lincoln County Split,40.820026406363006,-96.7109837423544,37,68588
Lincoln County Split,40.807300393637,-96.69416905764558,13,68508
Lincoln County Split,40.807300393637,-96.7109837423544,15,68508
Taos County Split,36.413576406363006,-105.56547266741266,27,87571
Taos County Split,36.413576406363006,-105.58128493258734,18,87571
Taos County Split,36.400850393637,-105.56547266741266,11,87571
Taos County Split,36.400850393637,-105.58128493258734,19,87571
Ford County,37.6361315,-99.7540159,1,67842
Halifax County,36.7659709,-78.92834409999999,4,24558
Christian County,39.5672183,-89.3226954,1,62568
Pulaski County,37.0478982,-80.7797935,4,24301
Wakulla County,30.1301689,-84.3542049,2,32327
Fulton County,41.8672508,-90.1595705,1,61252
Marion County,42.033279,-91.5968958,15,52302
Lumpkin County,32.0509895,-84.7990901,2,31815
Petersburg City Split,37.234290906363,-77.3939353338918,6,23803
Petersburg City Split,37.234290906363,-77.40991806610818,22,23834
Petersburg City Split,37.221564893636994,-77.3939353338918,2,23803
Petersburg City Split,37.221564893636994,-77.40991806610818,5,23803
Bureau County,41.35991560000001,-89.4742177,2,61356
Hot Spring County Split,34.514124506363004,-93.0468786683242,30,71901
Hot Spring County Split,34.514124506363004,-93.06232193167575,11,71901
Hot Spring County Split,34.501398493637,-93.0468786683242,8,71901
Hot Spring County Split,34.501398493637,-93.06232193167575,14,71913
Jefferson County,38.2775702,-85.7371847,10,47130
Jasper County,38.3914418,-86.9311094,12,47546
